filename,width,height,class,xmin,ymin,xmax,ymax
chili_grade_A_77_jpg.rf.276d26e7c362a057371f28929053631c.jpg,640,640,0,198,28,353,637
chili_grade_D_9_jpg.rf.72ae3ebdd1e922fc88c8b26cdc8218a7.jpg,640,640,3,276,99,356,613
chili_grade_D_176_jpg.rf.274cae353e7b5253b05cbbaca489d83a.jpg,640,640,3,67,247,454,415
chili_grade_D_166_jpg.rf.5c941a4fddc47c88d7762ac9dfeae1b6.jpg,640,640,3,230,4,353,620
chili_grade_B_125_jpg.rf.9c5c690b31becc9e9c2f84a742049d1c.jpg,640,640,1,136,252,554,430
chili_grade_B_139_jpg.rf.47750d6fdf3592e972f65d3415160a7b.jpg,640,640,1,74,274,502,404
chili_grade_D_156_jpg.rf.5bda37fd4781ffa72a13aa59684b7739.jpg,640,640,3,105,250,488,371
chili_grade_D_72_jpg.rf.e3b435dc921451234492ff9f5baca045.jpg,640,640,3,252,8,361,640
chili_grade_E_198_jpg.rf.67ef056f0b20dea4e471021149017781.jpg,640,640,4,92,157,609,509
chili_grade_B_103_jpg.rf.bf1dd221fddf664bdaf1a91e527ae4ce.jpg,640,640,1,142,275,477,369
chili_grade_C_106_jpg.rf.c83b065179705f27617fd6f900d7f683.jpg,640,640,2,199,8,435,589
chili_grade_B_157_jpg.rf.15c319d3886e6f31ba755f0989d84f13.jpg,640,640,1,83,236,468,386
chili_grade_B_160_jpg.rf.479034b8f48199145978d18791674301.jpg,640,640,1,260,31,362,608
chili_grade_A_87_jpg.rf.4c6984c6699cd68ce0eaac9f8ed638da.jpg,640,640,0,42,278,547,466
chili_grade_A_99_jpg.rf.b671202e6f49c74a232ecf0b7078584b.jpg,640,640,0,0,186,525,407
chili_grade_D_135_jpg.rf.3ec1c8ef14ae82b00df1db3294edc4e3.jpg,640,640,3,252,19,332,627
chili_grade_B_170_jpg.rf.457a4e419ece4d57abb3fc078d219cfc.jpg,640,640,1,240,0,353,589
chili_grade_A_85_jpg.rf.4b6e5a42df4e2894054daec0a85c5f81.jpg,640,640,0,80,276,597,403
chili_grade_B_100_jpg.rf.ffe048cab67112a68ac0c9a8ac92a772.jpg,640,640,1,294,124,392,556
chili_grade_D_59_jpg.rf.8a7b6f0198aaee8b4a2c20002f574a20.jpg,640,640,3,82,291,484,427
chili_grade_B_163_jpg.rf.744287602d5c7969d39825596ae0857e.jpg,640,640,1,91,263,517,386
chili_grade_B_33_jpg.rf.4cde96ba8521cd17c554e22d39796379.jpg,640,640,1,120,270,529,397
chili_grade_B_72_jpg.rf.cb2ab72c1272c754c9e62b0d0f8d1026.jpg,640,640,1,139,268,532,359
chili_grade_B_195_jpg.rf.914b7a77f57ee993c338de0bea8d1a26.jpg,640,640,1,223,94,336,550
chili_grade_A_107_jpg.rf.7d899c46b190905ba6ba711ee0d14282.jpg,640,640,0,178,3,348,608
chili_grade_A_105_jpg.rf.24efdae2ccaebbe69cf373b08bb3f462.jpg,640,640,0,243,32,348,639
chili_grade_B_58_jpg.rf.a42b5bebb87f28511131505739d2c104.jpg,640,640,1,54,243,503,401
chili_grade_B_153_jpg.rf.ea0bcfd8f974d8b75eb5a63ba8069f08.jpg,640,640,1,63,286,527,415
chili_grade_A_156_jpg.rf.107a85510b95ba636f3e7e4fc64ae23e.jpg,640,640,0,61,216,531,359
chili_grade_B_39_jpg.rf.75b23049b8e035536b3c7b0066ef05fb.jpg,640,640,1,26,201,544,384
chili_grade_B_91_jpg.rf.cfaa5bb8338abb1eaea8feb991ccf37e.jpg,640,640,1,84,313,517,406
chili_grade_B_199_jpg.rf.3f0e4bc7bff76405b32753b45c57dd49.jpg,640,640,1,260,99,351,526
chili_grade_B_178_jpg.rf.e32e3118df20f9dce24e4b31e5586393.jpg,640,640,1,270,3,356,598
chili_grade_A_146_jpg.rf.4cfb8e05dcebab0c6bea59617e64cb63.jpg,640,640,0,79,122,550,428
chili_grade_A_136_jpg.rf.13e210d087f9bc83497d2d3f69bdf42d.jpg,640,640,0,60,216,580,383
chili_grade_B_47_jpg.rf.0da79574f584a8e25776440be0e10c8f.jpg,640,640,1,150,241,481,393
chili_grade_A_110_jpg.rf.51b974fea290ebf50ea02df709a32e34.jpg,640,640,0,102,226,609,386
chili_grade_A_31_jpg.rf.9fce7d94d2790ee07ba150a34e26bd5e.jpg,640,640,0,213,69,341,635
chili_grade_B_52_jpg.rf.4d369f768853b6fc6ab1405d28691467.jpg,640,640,1,233,89,387,545
chili_grade_A_25_jpg.rf.a11fc8b70ec75a6a779ffeee5a3bae4f.jpg,640,640,0,204,0,332,618
chili_grade_A_1_jpg.rf.4e3b779d5dc26460e602931e8341307b.jpg,640,640,0,86,309,576,390
chili_grade_A_47_jpg.rf.3897beccc2958e1b88a469d1f3dda1a8.jpg,640,640,0,244,4,365,628
chili_grade_A_122_jpg.rf.d63377de071eb66a1ff9dcda2a45986c.jpg,640,640,0,85,293,582,410
chili_grade_A_22_jpg.rf.87f9dd39058bf75d6f284616abbb2363.jpg,640,640,0,102,253,584,422
chili_grade_B_81_jpg.rf.5b4370927cc78d9b68550fb59498866a.jpg,640,640,1,116,241,490,445
chili_grade_A_23_jpg.rf.7975882b823ddaf2632ba938ca7fe8f4.jpg,640,640,0,88,263,563,417
chili_grade_A_42_jpg.rf.186e7de4003433a42653b97d25ab50cb.jpg,640,640,0,265,37,379,632
chili_grade_A_32_jpg.rf.31597a83578263121bc98d3b9557c505.jpg,640,640,0,105,312,554,445
chili_grade_A_63_jpg.rf.170fb7cc5e9a159c48da7b3bac06cc34.jpg,640,640,0,230,12,383,581
