filename,width,height,class,xmin,ymin,xmax,ymax
chili_grade_B_64_jpg.rf.b25bddac3178dc617b7decaf13eab586.jpg,640,640,1,13,262,589,361
chili_grade_C_102_jpg.rf.71be31f5ccdb3c801df693d687e11656.jpg,640,640,2,220,7,341,630
chili_grade_E_101_jpg.rf.cc530099ad9395d4a4e6742d660945ff.jpg,640,640,4,258,99,346,630
chili_grade_B_181_jpg.rf.44a58388d1dd92772a2e9d83652d7f61.jpg,640,640,1,265,109,420,622
chili_grade_A_3_jpg.rf.da9983f72534bac308eab508fcd792f8.jpg,640,640,0,62,275,604,358
chili_grade_E_122_jpg.rf.12bffdbf04b9175c575965ab8bc401f4.jpg,640,640,4,214,79,344,550
chili_grade_B_128_jpg.rf.df7b1b1a7239d692b8f21eb9f9200e6f.jpg,640,640,1,214,109,324,621
chili_grade_B_59_jpg.rf.4f08638015f31c9c008969da2b001170.jpg,640,640,1,188,110,381,632
chili_grade_C_143_jpg.rf.150cb44d9bce6113a029a23c3072d83a.jpg,640,640,2,253,92,323,604
chili_grade_B_128_jpg.rf.68bedb97a431c2be1b6e6f305de20638.jpg,640,640,1,214,109,324,621
chili_grade_B_65_jpg.rf.90b118abc857c4b5dae9cc52e7919be6.jpg,640,640,1,238,0,347,622
chili_grade_A_129_jpg.rf.3fe918f3a98a3e5e019ad7c6f8327ab7.jpg,640,640,0,188,1,361,612
chili_grade_A_64_jpg.rf.92bf0d4d0a85631aeb3109814d1ba2a4.jpg,640,640,0,90,214,515,367
chili_grade_C_147_jpg.rf.1d6c9b68831f97b34c2bfc0f55375498.jpg,640,640,2,241,135,301,627
chili_grade_B_70_jpg.rf.db463a3a49bbbe39a46e88c9f573e844.jpg,640,640,1,114,321,497,408
chili_grade_A_43_jpg.rf.5e886d18d1d203c9821297a1add5d899.jpg,640,640,0,106,232,575,379
chili_grade_B_166_jpg.rf.88b1d63ff16859c75185eedb1e0bb0d9.jpg,640,640,1,106,282,568,403
chili_grade_A_176_jpg.rf.2efd7d28143f2b176956c4a310146aac.jpg,640,640,0,148,164,479,532
chili_grade_B_68_jpg.rf.786eae436de6ee8d6b91be207a8bec2c.jpg,640,640,1,74,263,522,344
chili_grade_B_183_jpg.rf.46d45b8cf0c011f54a0c2f5c275ca587.jpg,640,640,1,213,24,358,616
chili_grade_E_101_jpg.rf.f58b8a50d005929c08205ab2c39fa15a.jpg,640,640,4,258,99,346,630
chili_grade_E_122_jpg.rf.ce7005a76d588ada83f68ec564f76431.jpg,640,640,4,214,79,344,550
chili_grade_C_147_jpg.rf.edffee76888f6563d04ac381afcb6b47.jpg,640,640,2,241,135,301,627
chili_grade_B_70_jpg.rf.bbbc8d40eb4e6f157285adc90ef81494.jpg,640,640,1,114,321,497,408
chili_grade_B_7_jpg.rf.f0febc1488c96899e9c0c72a870507e5.jpg,640,640,1,55,349,476,417
chili_grade_C_34_jpg.rf.d30df8a36fa0c71ca17e84cc93a86fa9.jpg,640,640,2,95,301,460,417
chili_grade_B_180_jpg.rf.f0748c999c3a8ca6e3a6aacef2e85fc4.jpg,640,640,1,101,257,518,538
chili_grade_B_79_jpg.rf.88a320f9929d0ee3a6dd965599f1ed38.jpg,640,640,1,109,270,493,398
chili_grade_C_151_jpg.rf.3f9b8ece1182e72983dfc26c4fb40787.jpg,640,640,2,164,264,445,436
chili_grade_B_79_jpg.rf.1dbbdd10735578b9a558539767d76f57.jpg,640,640,1,109,270,493,398
chili_grade_A_151_jpg.rf.1533d89bb1d650db08358326237d8aad.jpg,640,640,0,96,268,520,441
chili_grade_E_58_jpg.rf.2aa1da0eca0821954fefd9050d443618.jpg,640,640,4,90,237,573,364
chili_grade_B_6_jpg.rf.bf47768bbd5cf336829b312f8097bfaa.jpg,640,640,1,210,32,288,608
chili_grade_A_34_jpg.rf.9329e1b7c1c2c2fef8822a61ecd71271.jpg,640,640,0,76,311,563,388
chili_grade_A_34_jpg.rf.9329e1b7c1c2c2fef8822a61ecd71271.jpg,640,640,0,556,385,563,387
chili_grade_B_15_jpg.rf.ff323d5512b9a58f2820825979f3171a.jpg,640,640,1,92,263,546,400
chili_grade_B_180_jpg.rf.5312d6f7816f25cffba276ab07743c3c.jpg,640,640,1,101,257,518,538
chili_grade_A_53_jpg.rf.dc7d3e8067fac24dbfefff049deb3a3c.jpg,640,640,0,123,259,611,434
chili_grade_B_11_jpg.rf.b9bc7a47d1f776d11c815a6afdda5bc6.jpg,640,640,1,234,50,308,594
chili_grade_B_12_jpg.rf.36b1363353de1eaf1b049816abf5dd32.jpg,640,640,1,35,281,530,463
chili_grade_B_114_jpg.rf.d3dce05e09e78203e9617b412748889b.jpg,640,640,1,252,0,367,628
chili_grade_E_189_jpg.rf.ddc7b2c0239afaf234222310b50cd822.jpg,640,640,4,163,83,387,465
chili_grade_B_184_jpg.rf.368482a0874961c8072fedc54ad7890f.jpg,640,640,1,108,284,572,427
chili_grade_C_3_jpg.rf.30ad167253322be56bb0a301baaebb88.jpg,640,640,2,111,287,594,440
chili_grade_A_43_jpg.rf.f54d2f879368b8ec89b51fc18e187dcb.jpg,640,640,0,106,232,575,379
chili_grade_B_129_jpg.rf.b71fd1c3de72fcd276a93de72e925d32.jpg,640,640,1,122,280,516,415
chili_grade_B_122_jpg.rf.acd6751130b841dafa4222418c244cfb.jpg,640,640,1,228,1,355,617
chili_grade_B_121_jpg.rf.a9422406a457c72795d71e627d6ab938.jpg,640,640,1,125,278,570,397
chili_grade_E_102_jpg.rf.0c9b1c829b6d6c7dc35ab2dd7d391181.jpg,640,640,4,106,289,556,407
chili_grade_B_7_jpg.rf.ad471752d9adfc3fd9293e2f5394737f.jpg,640,640,1,55,349,476,417
chili_grade_C_144_jpg.rf.64bce992c4e5885f2f9cc16bbb7ee299.jpg,640,640,2,97,262,501,367
chili_grade_C_181_jpg.rf.1b5d99b6a3b304f57e3a3cf37d009f3b.jpg,640,640,2,240,170,317,628
chili_grade_E_75_jpg.rf.36877a92bb0a2d78a68d1020978765dd.jpg,640,640,4,180,93,469,640
chili_grade_B_180_jpg.rf.4e0ecd2d93afa791dc90f06d6df20fb5.jpg,640,640,1,101,257,518,538
chili_grade_C_183_jpg.rf.fb2b9069755ea6ba6afa035d7969f6cc.jpg,640,640,2,257,60,361,509
chili_grade_C_35_jpg.rf.a92276b3782225b82374a58426481d9e.jpg,640,640,2,189,76,296,566
chili_grade_E_101_jpg.rf.3217e3448468e729f3c069f1bfb435d6.jpg,640,640,4,258,99,346,630
chili_grade_B_159_jpg.rf.5b95a3e1dae812e895ebba95c5a166cb.jpg,640,640,1,72,218,513,389
chili_grade_C_171_jpg.rf.2867750acf1019a7c07c2944b340094e.jpg,640,640,2,214,47,314,620
chili_grade_B_186_jpg.rf.57c7cc7f4dc144e3145ac06b42102770.jpg,640,640,1,133,250,538,393
chili_grade_B_78_jpg.rf.9ba26b640771eaa284c77706ab08f41c.jpg,640,640,1,285,104,362,628
chili_grade_B_80_jpg.rf.dedc4977d6aa2747d4fa6c4229b9b904.jpg,640,640,1,256,56,381,568
chili_grade_C_181_jpg.rf.7774d896b9a1318a96bb6ce0bcdef72a.jpg,640,640,2,240,170,317,628
chili_grade_B_82_jpg.rf.0a8f71fb48f065a2b4067cb95477c355.jpg,640,640,1,227,120,371,610
chili_grade_C_148_jpg.rf.cbd4802681628d7a95aef839a7171b9d.jpg,640,640,2,40,272,580,364
chili_grade_E_100_jpg.rf.91c83dc215fc01a3ae5661278d5118f1.jpg,640,640,4,104,323,481,435
chili_grade_B_17_jpg.rf.3d9280f618edcd42c9fa149ff9debc58.jpg,640,640,1,39,196,501,410
chili_grade_B_14_jpg.rf.be090b14aabe12a6d79430869b3f0fa0.jpg,640,640,1,221,40,326,601
chili_grade_C_147_jpg.rf.499dbddc58701a02b68e5bca57f5769a.jpg,640,640,2,241,135,301,627
chili_grade_E_74_jpg.rf.2a52c3808ec3514ecd2ea5df5eaedab9.jpg,640,640,4,33,199,515,442
chili_grade_B_30_jpg.rf.62f99de70134dc306134c7ec971601ea.jpg,640,640,1,221,12,404,632
chili_grade_B_182_jpg.rf.e2e8c1613ddacae50f9b735f39868533.jpg,640,640,1,145,234,573,396
chili_grade_C_148_jpg.rf.a93fe1b5f34eabb3bec3604456e95302.jpg,640,640,2,40,272,580,364
chili_grade_B_70_jpg.rf.0a76fbaf6f539280a3096b7375c34384.jpg,640,640,1,114,321,497,408
chili_grade_B_122_jpg.rf.1681f4b342827d73a1c2d4376adc3daf.jpg,640,640,1,228,1,355,617
chili_grade_B_183_jpg.rf.feb2e326c1502883c22cd3bd894abb1f.jpg,640,640,1,213,24,358,616
chili_grade_B_28_jpg.rf.07959d2b9e7b19606ba31c58e7acca27.jpg,640,640,1,229,8,349,640
chili_grade_A_130_jpg.rf.0848938e389d925fa8c284945bbcd8b8.jpg,640,640,0,77,252,614,397
chili_grade_B_123_jpg.rf.dbd1726626f49a887368b821a7b0ac47.jpg,640,640,1,86,209,474,432
chili_grade_C_151_jpg.rf.f0d47c587eb6da69f865ea608f1eed63.jpg,640,640,2,164,264,445,436
chili_grade_E_3_jpg.rf.4295832c57b63ec82b1ee608dcfedf45.jpg,640,640,4,243,8,341,561
chili_grade_B_184_jpg.rf.aea1e4c3225f9152d0252072f07dad45.jpg,640,640,1,108,284,572,427
chili_grade_C_151_jpg.rf.177d9c7c98e37b914236519643332d4f.jpg,640,640,2,164,264,445,436
chili_grade_A_141_jpg.rf.355a589f8179ceca067ded8fb2640471.jpg,640,640,0,204,1,371,595
chili_grade_A_54_jpg.rf.45f9c48c02cc355e33aeaceb96808527.jpg,640,640,0,106,287,540,559
chili_grade_A_175_jpg.rf.de2b0864a2f41913fdbd197b61dc4ffa.jpg,640,640,0,3,307,607,427
chili_grade_B_185_jpg.rf.35a19d6b5e92433ded96605b6796ebee.jpg,640,640,1,292,58,382,640
chili_grade_A_194_jpg.rf.f06e11f718898a1ef0a91a4b2dd0f4ba.jpg,640,640,0,126,165,551,461
chili_grade_E_6_jpg.rf.301c6d5556cd98d7a50bfe3c06f477cf.jpg,640,640,4,110,218,586,428
chili_grade_E_79_jpg.rf.c9f517eab24581996cea22653b683bdc.jpg,640,640,4,268,29,361,620
chili_grade_B_120_jpg.rf.5065f83b3024b969f82c85eaf4fb07c3.jpg,640,640,1,232,51,339,627
chili_grade_B_23_jpg.rf.1515ea426da7315c683304881cb9d436.jpg,640,640,1,51,284,556,478
chili_grade_B_182_jpg.rf.9bdc977830120b6329f5bc6c30db1703.jpg,640,640,1,145,234,573,396
chili_grade_A_60_jpg.rf.3e1d571190a4943bd2108268688c981a.jpg,640,640,0,99,289,547,422
chili_grade_B_80_jpg.rf.71a00f6a4e5b9e2035efabd10c88fb6a.jpg,640,640,1,256,56,381,568
chili_grade_C_37_jpg.rf.b2330de712de6383959ad493a5dc9ce0.jpg,640,640,2,191,78,294,637
chili_grade_B_122_jpg.rf.f5d57dd24185ff98767bad8c6d66094f.jpg,640,640,1,228,1,355,617
chili_grade_B_149_jpg.rf.95d2763ef3bb8eb7048094d4cc233926.jpg,640,640,1,132,303,543,424
chili_grade_B_181_jpg.rf.b1dd85ebab644f6cc46f5ef3f9a0c36c.jpg,640,640,1,265,109,420,622
chili_grade_B_116_jpg.rf.cff005ccef8fa4d8da26e1a20c26a034.jpg,640,640,1,216,91,408,596
chili_grade_E_197_jpg.rf.2f1487bb216658b09cca582a22204596.jpg,640,640,4,85,156,618,513
chili_grade_B_121_jpg.rf.7f46de4a515e956d6bb67ecdb8f6c96a.jpg,640,640,1,125,278,570,397
chili_grade_E_58_jpg.rf.f6bfeb965c166b139657a020ba3c1d86.jpg,640,640,4,90,237,573,364
chili_grade_B_126_jpg.rf.af121c16b874a58fc2cfdc6a6bbb90c2.jpg,640,640,1,207,93,442,566
chili_grade_A_179_jpg.rf.5809d1a81e1548eaf7c13128045394e4.jpg,640,640,0,57,118,605,533
chili_grade_E_133_jpg.rf.9a960f6e1076fd8113b405af21696827.jpg,640,640,4,115,273,549,380
chili_grade_B_185_jpg.rf.06c2385e9e9fe077aaef16d1d96e0ba0.jpg,640,640,1,292,58,382,640
chili_grade_E_47_jpg.rf.fd0c938302e5601633f3a713e4e32775.jpg,640,640,4,186,53,430,513
chili_grade_E_100_jpg.rf.1b200720e01f99ecdaf0e9b5d9353e87.jpg,640,640,4,104,323,481,435
chili_grade_C_179_jpg.rf.48a0e42fad20b6115cc078fcce486e8a.jpg,640,640,2,193,90,346,613
chili_grade_C_182_jpg.rf.7b004600af67441e9923933f822f3998.jpg,640,640,2,168,263,493,410
chili_grade_C_36_jpg.rf.9100d9b81ec6058b31cbe50d2ac2955b.jpg,640,640,2,12,246,474,372
chili_grade_B_117_jpg.rf.e2dfd4430c59abdd073cb739123939d6.jpg,640,640,1,94,234,542,420
chili_grade_B_126_jpg.rf.232cf9b527baf0374394af1fd4328c66.jpg,640,640,1,207,93,442,566
chili_grade_B_184_jpg.rf.f7f4e432b74fd6fcc602272c70462074.jpg,640,640,1,108,284,572,427
chili_grade_C_150_jpg.rf.ea9ceabd8d31f891c62434171ea409cd.jpg,640,640,2,92,275,591,397
chili_grade_B_8_jpg.rf.f950d4da35c111790a3c16f9e423f5e1.jpg,640,640,1,45,349,471,427
chili_grade_B_132_jpg.rf.f2aed3426b7435e29bc222d929c98bc2.jpg,640,640,1,219,95,366,596
chili_grade_B_162_jpg.rf.dd4e778947810cff8e77d17e2e2a54b4.jpg,640,640,1,250,28,324,553
chili_grade_E_123_jpg.rf.4dbe272eb5362f36b45319bad34ac867.jpg,640,640,4,123,263,513,385
chili_grade_B_79_jpg.rf.290ac0bcffba5202d49ea757767679f7.jpg,640,640,1,109,270,493,398
chili_grade_E_6_jpg.rf.9b2d6b2ae193c0a7620d2d34940bd900.jpg,640,640,4,110,218,586,428
chili_grade_B_123_jpg.rf.982e3c311f6e615b6ad16530e05cbeb0.jpg,640,640,1,86,209,474,432
chili_grade_A_41_jpg.rf.69072c14bc74666092e701cad52f377a.jpg,640,640,0,58,290,564,396
chili_grade_C_152_jpg.rf.c8867fbdaf2c58e3dbee9e6664d6f910.jpg,640,640,2,158,271,449,447
chili_grade_E_133_jpg.rf.7ff0c386642087b83931153247ea9159.jpg,640,640,4,115,273,549,380
chili_grade_A_129_jpg.rf.3418d77106de24ac314e8ed377e42ec6.jpg,640,640,0,188,1,361,612
chili_grade_E_134_jpg.rf.720feffaffa84f1bbb9718252bf06f30.jpg,640,640,4,83,271,556,371
chili_grade_E_102_jpg.rf.00e6f2190501e73cca8a1ef69c8c0674.jpg,640,640,4,106,289,556,407
chili_grade_B_123_jpg.rf.3f2b43a4f0a1f431beb9bac96c40b5e2.jpg,640,640,1,86,209,474,432
chili_grade_E_103_jpg.rf.3fbfbb2adc7613ac77d738f7db2f4e3a.jpg,640,640,4,235,17,373,580
chili_grade_B_8_jpg.rf.3e3c990a3ba183239f16f584a1e8596b.jpg,640,640,1,45,349,471,427
chili_grade_B_80_jpg.rf.3c8c3965c7d17551f9247d845f95a514.jpg,640,640,1,256,56,381,568
chili_grade_C_3_jpg.rf.e2245f56acd3b7b579a56f0897235c23.jpg,640,640,2,111,287,594,440
chili_grade_A_17_jpg.rf.eb7c792cb207beba7284ef6526764371.jpg,640,640,0,150,43,348,610
chili_grade_E_85_jpg.rf.23a1a6083b10473fa4fe35b8d3aee82b.jpg,640,640,4,196,0,355,579
chili_grade_C_34_jpg.rf.a29c9493240444f288cfa5732a768cfb.jpg,640,640,2,95,301,460,417
chili_grade_C_103_jpg.rf.2c1561d3b01ad31351a4dd1bac6d9992.jpg,640,640,2,38,273,542,417
chili_grade_E_142_jpg.rf.c74c28081f194115768849413b8fff16.jpg,640,640,4,156,308,541,448
chili_grade_B_21_jpg.rf.3d78927e168cbe88edb9183f855a10f3.jpg,640,640,1,46,189,617,415
chili_grade_A_140_jpg.rf.bf4337bcad8848216e1deb3e9a416c58.jpg,640,640,0,55,293,622,425
chili_grade_B_116_jpg.rf.6e32fdec86c06254489fe04ec5cc0da4.jpg,640,640,1,216,91,408,596
chili_grade_E_19_jpg.rf.425c6fb055d1eb93934cd6e6fc6defac.jpg,640,640,4,234,10,440,614
chili_grade_C_39_jpg.rf.d3aa0b88353e32d97f59c36f0f1f0da5.jpg,640,640,2,183,63,319,625
chili_grade_C_14_jpg.rf.d8244fdcf89f479ffbe69d32289a5a4a.jpg,640,640,2,72,323,484,448
chili_grade_B_165_jpg.rf.ada8ab67b99892fbd83b8cc15e075868.jpg,640,640,1,200,50,358,630
chili_grade_C_183_jpg.rf.58e9652f78b7e6e92e272400720f0a9e.jpg,640,640,2,257,60,361,509
chili_grade_E_1_jpg.rf.35a1f8a009637ab6d0c723291b08f9fc.jpg,640,640,4,255,40,362,621
chili_grade_B_20_jpg.rf.1544d86a8f2f09ca02a7248d07938b94.jpg,640,640,1,223,35,342,605
chili_grade_A_154_jpg.rf.83d941c68050e4c09725ba2ee92bcafc.jpg,640,640,0,45,215,532,369
chili_grade_C_184_jpg.rf.f590e504400e23473f34d5d04cf54925.jpg,640,640,2,83,264,433,413
chili_grade_E_64_jpg.rf.a5709ecd97679e2122f5546e3f876630.jpg,640,640,4,220,45,330,610
chili_grade_E_110_jpg.rf.6e167c6471054f9353f3a90d809eb2a4.jpg,640,640,4,296,42,399,614
chili_grade_B_93_jpg.rf.d8b4b9e2213e86d0bb155864fdd90c49.jpg,640,640,1,164,248,568,438
chili_grade_A_13_jpg.rf.a4455999f6a1f472272083a264564de6.jpg,640,640,0,24,197,507,362
chili_grade_B_187_jpg.rf.c6977b8a506ce803805b4bbb94b23d57.jpg,640,640,1,229,27,340,599
chili_grade_A_76_jpg.rf.366a028880bb75f1842ac05d7a631432.jpg,640,640,0,35,246,561,398
chili_grade_C_182_jpg.rf.886df653b76996afa32bc536febb73e2.jpg,640,640,2,168,263,493,410
chili_grade_B_1_jpg.rf.6382878a03c47f102fff6194ad08ad39.jpg,640,640,1,230,39,301,575
chili_grade_E_105_jpg.rf.ae79b64fe0644a06b87a9e26bc4daec8.jpg,640,640,4,253,60,344,589
chili_grade_E_17_jpg.rf.d7f8561a2eea435637db0ecf81df9cb4.jpg,640,640,4,216,17,307,604
chili_grade_B_149_jpg.rf.a21b1e3ced4bad97ba974412a7c80ba8.jpg,640,640,1,132,303,543,424
chili_grade_B_82_jpg.rf.0a4996bbf43b4a982f3e5496acd5024f.jpg,640,640,1,227,120,371,610
chili_grade_C_153_jpg.rf.d4161a6d14bd1f792d59be5d62d81505.jpg,640,640,2,248,110,367,486
chili_grade_A_17_jpg.rf.cfb895cd726a1e96789e93f63e3564b7.jpg,640,640,0,150,43,348,610
chili_grade_B_124_jpg.rf.44386a61e09e5cfa91ca859e61ff0a54.jpg,640,640,1,168,114,396,594
chili_grade_C_149_jpg.rf.b436a0b7e75f929f63e8e3af2007fcb9.jpg,640,640,2,220,0,331,635
chili_grade_C_103_jpg.rf.8a351672912444ea9e73206735958ee2.jpg,640,640,2,38,273,542,417
chili_grade_C_54_jpg.rf.85f268a5c56aa4755711d96c4a78f45b.jpg,640,640,2,64,305,472,557
chili_grade_E_102_jpg.rf.a970c2236e49f058ec875b737dd657ac.jpg,640,640,4,106,289,556,407
chili_grade_A_41_jpg.rf.e476f405a910e3504e7a0caf931fd5e8.jpg,640,640,0,58,290,564,396
chili_grade_E_135_jpg.rf.3bb478bed4d645e31ec105ea2ff5f82c.jpg,640,640,4,227,74,308,548
chili_grade_B_15_jpg.rf.2ee597e8d65ea49a59f39ecb90648745.jpg,640,640,1,92,263,546,400
chili_grade_B_187_jpg.rf.d9ebd83330da2640c4747db02fbbebc7.jpg,640,640,1,229,27,340,599
chili_grade_C_89_jpg.rf.fe4ee02f19b374bac702a449288d716d.jpg,640,640,2,78,164,458,386
chili_grade_B_18_jpg.rf.d97dd7c1f582b07b26a639ba5ea2ab10.jpg,640,640,1,184,104,305,615
chili_grade_B_126_jpg.rf.564617787f32f8672379b24dd739c225.jpg,640,640,1,207,93,442,566
chili_grade_B_25_jpg.rf.d8634d9835f2e6f5ebb2953da0b2719a.jpg,640,640,1,52,162,591,396
chili_grade_E_105_jpg.rf.2c7fbec6eac4b108a8bf273c6df753a9.jpg,640,640,4,253,60,344,589
chili_grade_B_2_jpg.rf.3513f846b47a4a5c7c97ec1f210b7375.jpg,640,640,1,235,37,296,572
chili_grade_B_187_jpg.rf.c0a97f956b5fa46ee73dbcecf6eeaef9.jpg,640,640,1,229,27,340,599
chili_grade_C_3_jpg.rf.ad275f60d4467917f67c6ef199ab877d.jpg,640,640,2,111,287,594,440
chili_grade_B_7_jpg.rf.b4ac82574e2b879aa37e3d24378a49a2.jpg,640,640,1,55,349,476,417
chili_grade_B_190_jpg.rf.aa3a33f9d494e6c295e4747590b7e667.jpg,640,640,1,111,270,550,407
chili_grade_C_102_jpg.rf.cc4adf98cfc779aba8f9f35c29c3286e.jpg,640,640,2,220,7,341,630
chili_grade_B_18_jpg.rf.3a6697cb70a0d9baf275b399be26add4.jpg,640,640,1,184,104,305,615
chili_grade_E_194_jpg.rf.ea418ab1240ed75cea843284b374fef7.jpg,640,640,4,202,140,471,526
chili_grade_E_142_jpg.rf.ec45e9b01b580e550a11acd176cf0d72.jpg,640,640,4,156,308,541,448
chili_grade_C_184_jpg.rf.efab9663ebf343b30919a0e9c659716e.jpg,640,640,2,83,264,433,413
chili_grade_B_8_jpg.rf.d234921c4324bcaeb332244dfe6b85ed.jpg,640,640,1,45,349,471,427
chili_grade_C_40_jpg.rf.63b1619e98fbada47d004c1bcfb77824.jpg,640,640,2,109,314,520,435
chili_grade_B_188_jpg.rf.2962ad1eee639817e6d721e6230a0605.jpg,640,640,1,51,288,497,433
chili_grade_B_42_jpg.rf.279d5123102c8d1a76cc6408255650a7.jpg,640,640,1,75,288,573,479
chili_grade_B_191_jpg.rf.3fc3254070cb3af784775856d3520ec2.jpg,640,640,1,186,0,376,553
chili_grade_C_140_jpg.rf.ad0c2c39aa338fb35a18af6d317923d3.jpg,640,640,2,95,281,495,374
chili_grade_A_55_jpg.rf.e44d46e39843881ecb8b0c025a591b41.jpg,640,640,0,172,73,496,536
chili_grade_B_32_jpg.rf.842c94250868c059cbe54a9690d39e5e.jpg,640,640,1,211,78,337,604
chili_grade_B_188_jpg.rf.9b762a1cef704d9262f7014480ffb7ee.jpg,640,640,1,51,288,497,433
chili_grade_C_150_jpg.rf.df198fbae3d72fa886255851aa233c1b.jpg,640,640,2,92,275,591,397
chili_grade_B_31_jpg.rf.fe7595a214c27a0853a8276873e25100.jpg,640,640,1,100,198,474,445
chili_grade_A_153_jpg.rf.e17f55bf9ea9a479a68829b1dea4e388.jpg,640,640,0,49,78,593,588
chili_grade_B_30_jpg.rf.05e1bd2a8d9c9dc064f4b926ef78bab4.jpg,640,640,1,221,12,404,632
chili_grade_B_2_jpg.rf.d11bce55637062a0606b45cc39732e4c.jpg,640,640,1,235,37,296,572
chili_grade_B_106_jpg.rf.0dffef33775778240cc3d44687630f77.jpg,640,640,1,282,113,356,566
chili_grade_C_37_jpg.rf.1a9b4a8af227f00496d3bf7204b2d779.jpg,640,640,2,191,78,294,637
chili_grade_B_34_jpg.rf.e388eadf9a7117f78de34922ee12e16a.jpg,640,640,1,253,68,383,552
chili_grade_E_0_jpg.rf.ac0dcdbd127dbf2b481fabbe0c018d8a.jpg,640,640,4,61,251,545,463
chili_grade_B_95_jpg.rf.63c78115320bc26734926cc9f480c9e8.jpg,640,640,1,77,334,539,461
chili_grade_B_30_jpg.rf.4f9df67379b2309535282a17c8579838.jpg,640,640,1,221,12,404,632
chili_grade_B_186_jpg.rf.6a02aebc5a81adcee8b008e6777d91a4.jpg,640,640,1,133,250,538,393
chili_grade_B_198_jpg.rf.f86e3f51d8545536f6823c34a3d7a677.jpg,640,640,1,172,307,466,385
chili_grade_B_21_jpg.rf.a797a34bd54459d42dc4300280a08a15.jpg,640,640,1,46,189,617,415
chili_grade_B_93_jpg.rf.834a5e3096c5d57dd4e194d2d6208adb.jpg,640,640,1,164,248,568,438
chili_grade_B_14_jpg.rf.0bd93a7fe805b5c197c75539f3fc2679.jpg,640,640,1,221,40,326,601
chili_grade_B_165_jpg.rf.9a9c860ac666a3f095f554d0e5489df7.jpg,640,640,1,200,50,358,630
chili_grade_E_135_jpg.rf.0b68eb545e7e9d8cae925e29784bd3e1.jpg,640,640,4,227,74,308,548
chili_grade_A_68_jpg.rf.9566a2a680b7c4d2db6908cc0a801613.jpg,640,640,0,32,145,539,337
chili_grade_C_187_jpg.rf.0ce8526c68bfb3b664c8f3115955a138.jpg,640,640,2,136,99,332,526
chili_grade_E_98_jpg.rf.90714770b03fad78f671b572a618e601.jpg,640,640,4,100,262,617,451
chili_grade_C_41_jpg.rf.f395256bdc9e931ac68c00641c24f422.jpg,640,640,2,208,12,317,599
chili_grade_E_97_jpg.rf.0dbeceaa99b8eacf96978c9ba316800b.jpg,640,640,4,246,84,337,609
